ActivityDate,ActivityDateTime,AccountId,MaskedAccount,AccountLabel,IncomeType,Description,Symbol,Amount,SourceHash,RawStoredPath
2025-12-30,2025-12-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of GDE @ $0,GDE,2.845,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-12-30,2025-12-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of GDMN @ $0,GDMN,0.912,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-12-31,2025-12-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 12/01-12/31),,0.004,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2025-12-31,2025-12-31 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of NUKZ @ $0,NUKZ,9.537,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2025-12-31,2025-12-31 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 12/01-12/31),,0.031,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-01-02,2026-01-02 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,ALLSTATE CORP REC 01/02/26 PAY 01/02/26 RATE 0.00000000 QTY 0.00000000,,3,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-01-07,2026-01-07 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of SHLD @ $0,SHLD,0.453,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-01-07,2026-01-07 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of SHLD @ $0,SHLD,7.854,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-01-07,2026-01-07 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of SHLD @ $0,SHLD,7.405,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-01-07,2026-01-07 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of SHLD @ $0,SHLD,0.427,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-01-27,2026-01-27 03:00:00,900001002,x1002,Individual Brokerage - x1002,Interest Income,MORGAN STANLEY BANK N.A. (Period 01/01-01/26),,0.001,7d7cfd27bcd87c409b3c08f7d6ff8bfdbbe41bd2ef331c2444845e0e17b01bbc,data/raw/etrade/account_history/20260614-205836-7d7cfd27bcd8-1002History.csv
2026-01-30,2026-01-30 03:00:00,900001002,x1002,Individual Brokerage - x1002,Margin Interest,Thru 01/31/26 for 1 days,,-0.082,7d7cfd27bcd87c409b3c08f7d6ff8bfdbbe41bd2ef331c2444845e0e17b01bbc,data/raw/etrade/account_history/20260614-205836-7d7cfd27bcd8-1002History.csv
2026-01-30,2026-01-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,ARGAN INC REC 01/30/26 PAY 01/30/26 RATE 0.00000000 QTY 0.00000000,,3.5,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-01-30,2026-01-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 01/01-01/31),,0.003,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-01-30,2026-01-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 01/01-01/31),,0.033,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-02-04,2026-02-04 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of VGSH @ $0,VGSH,0.927,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-02-04,2026-02-04 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VGSH @ $0,VGSH,6.915,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-02-12,2026-02-12 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,GLOBAL X MLP ETF,,10,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-02-17,2026-02-17 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,SYNCHRONY FINANCIAL REC 02/17/26 PAY 02/17/26 RATE 0.00000000 QTY 0.00000000,,6,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-02-19,2026-02-19 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of ET @ $0,ET,16.75,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-02-27,2026-02-27 03:00:00,900001002,x1002,Individual Brokerage - x1002,Margin Interest,Thru 02/28/26 for 13 days,,-1.293,7d7cfd27bcd87c409b3c08f7d6ff8bfdbbe41bd2ef331c2444845e0e17b01bbc,data/raw/etrade/account_history/20260614-205836-7d7cfd27bcd8-1002History.csv
2026-02-27,2026-02-27 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 02/01-02/28),,0.004,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-02-27,2026-02-27 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 02/01-02/28),,0.017,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-03-02,2026-03-02 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,EAID:100042256278 T MOBILE USA INC 6250 *69SP01 Rate:0.3906 USD PD:20260302,,7.422,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-03-02,2026-03-02 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,EAID:100042256250 T MOBILE USA INC 5500 *70JN01 Rate:0.3438 USD PD:20260302,,37.469,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-03-04,2026-03-04 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VGSH @ $0,VGSH,3.646,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-03-19,2026-03-19 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,GENERAL MTRS CO REC 03/19/26 PAY 03/19/26 RATE 0.00000000 QTY 0.00000000,,1.62,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-03-20,2026-03-20 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of IFRA @ $0,IFRA,5.224,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-03-24,2026-03-24 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VT @ $0,VT,0.818,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-03-26,2026-03-26 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of VOOV @ $0,VOOV,2.795,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-03-26,2026-03-26 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VOOV @ $0,VOOV,2.143,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-03-30,2026-03-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of OPPJ @ $0,OPPJ,0.22,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-03-31,2026-03-31 03:00:00,900001002,x1002,Individual Brokerage - x1002,Margin Interest,Thru 03/31/26 for 13 days,,-0.293,7d7cfd27bcd87c409b3c08f7d6ff8bfdbbe41bd2ef331c2444845e0e17b01bbc,data/raw/etrade/account_history/20260614-205836-7d7cfd27bcd8-1002History.csv
2026-03-31,2026-03-31 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 03/01-03/31),,0.002,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-03-31,2026-03-31 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VTI @ $0,VTI,3.494,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-03-31,2026-03-31 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 03/01-03/31),,0.01,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-04-01,2026-04-01 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of CGDV @ $0,CGDV,0.827,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-04-01,2026-04-01 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of CGDV @ $0,CGDV,2.647,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-04-06,2026-04-06 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VGSH @ $0,VGSH,3.432,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-04-15,2026-04-15 03:00:00,900001002,x1002,Individual Brokerage - x1002,Qualified Dividend,MICRON TECH INC REC 04/15/26 PAY 04/15/26 RATE 0.00000000 QTY 0.00000000,,0.075,7d7cfd27bcd87c409b3c08f7d6ff8bfdbbe41bd2ef331c2444845e0e17b01bbc,data/raw/etrade/account_history/20260614-205836-7d7cfd27bcd8-1002History.csv
2026-04-15,2026-04-15 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,MICRON TECH INC REC 04/15/26 PAY 04/15/26 RATE 0.00000000 QTY 0.00000000,,0.075,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-04-15,2026-04-15 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,MICRON TECH INC REC 04/15/26 PAY 04/15/26 RATE 0.00000000 QTY 0.00000000,,0.15,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-04-29,2026-04-29 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of TIMB @ $0,TIMB,0,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-04-29,2026-04-29 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,TIM S A ADR REC 04/29/26 PAY 04/29/26 RATE 0.00000000 QTY 0.00000000,,2.166,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-04-30,2026-04-30 03:00:00,900001002,x1002,Individual Brokerage - x1002,Margin Interest,Thru 04/30/26 for 5 days,,-0.14,7d7cfd27bcd87c409b3c08f7d6ff8bfdbbe41bd2ef331c2444845e0e17b01bbc,data/raw/etrade/account_history/20260614-205836-7d7cfd27bcd8-1002History.csv
2026-04-30,2026-04-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,ARGAN INC REC 04/30/26 PAY 04/30/26 RATE 0.00000000 QTY 0.00000000,,1.15,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-04-30,2026-04-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 04/01-04/30),,0.004,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-04-30,2026-04-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 04/01-04/30),,0.016,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-05-07,2026-05-07 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of SCHP @ $0,SCHP,2.874,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-05-15,2026-05-15 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Qualified Dividend,SYNCHRONY FINANCIAL REC 05/15/26 PAY 05/15/26 RATE 0.00000000 QTY 0.00000000,,1.5,457985b068300ce91b85c08e97614cb005b2b21d39f569228e87d87734c1c73f,data/raw/etrade/account_history/20260614-205753-457985b06830-1003History.csv
2026-05-28,2026-05-28 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,DHT HOLDINGS INC SHS NEW REC 05/28/26 PAY 05/28/26 RATE 0.00000000 QTY 0.00000000,,9.28,926e82babbca6f6f081ee9fe6e727099e15857213bd085fc023d24d0ba6f9ad1,data/raw/etrade/account_history/20260614-205836-926e82babbca-1001History.csv
2026-05-29,2026-05-29 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of LTM @ $0,LTM,0,926e82babbca6f6f081ee9fe6e727099e15857213bd085fc023d24d0ba6f9ad1,data/raw/etrade/account_history/20260614-205836-926e82babbca-1001History.csv
2026-05-29,2026-05-29 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of PSTL @ $0,PSTL,20.703,926e82babbca6f6f081ee9fe6e727099e15857213bd085fc023d24d0ba6f9ad1,data/raw/etrade/account_history/20260614-205836-926e82babbca-1001History.csv
2026-05-29,2026-05-29 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,CARNIVAL CORPORATION LTD REC 05/29/26 PAY 05/29/26 RATE 0.00000000 QTY 0.00000000,,8.325,926e82babbca6f6f081ee9fe6e727099e15857213bd085fc023d24d0ba6f9ad1,data/raw/etrade/account_history/20260614-205836-926e82babbca-1001History.csv
2026-05-29,2026-05-29 03:00:00,900001001,x1001,Traditional IRA - x1001,Interest Income,CASH BALANCE PROGRAM (Period 05/01-05/31),,0.022,926e82babbca6f6f081ee9fe6e727099e15857213bd085fc023d24d0ba6f9ad1,data/raw/etrade/account_history/20260614-205836-926e82babbca-1001History.csv
2026-05-29,2026-05-29 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,LATAM AIRLINES GROUP SA ADR,,1.782,926e82babbca6f6f081ee9fe6e727099e15857213bd085fc023d24d0ba6f9ad1,data/raw/etrade/account_history/20260614-205836-926e82babbca-1001History.csv
2026-05-29,2026-05-29 03:00:00,900001002,x1002,Individual Brokerage - x1002,Margin Interest,Thru 05/31/26 for 15 days,,-0.281,9beb3b5501c3d3efad88fdcb0e2f4b190b2e1e776faa2efc3a3b4332a96abccd,data/raw/etrade/account_history/20260616-170446-9beb3b5501c3-History1002.csv
2026-05-29,2026-05-29 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 05/01-05/31),,0.001,27294df4a0df9666b73ce7342b35ffeb1db85f8eead11f3b5ccae4c0abce2086,data/raw/etrade/account_history/20260616-170446-27294df4a0df-History1003.csv
2026-05-29,2026-05-29 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 05/01-05/31),,0.007,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-06-01,2026-06-01 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of BLOX @ $0,BLOX,8.351,1e1529d2dda89c492fa8feafcb3f66caf33d4eed068735c3c2316e65fa85f8c5,data/raw/etrade/account_history/20260616-170446-1e1529d2dda8-History1001.csv
2026-06-03,2026-06-03 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of DB @ $0,DB,0,1e1529d2dda89c492fa8feafcb3f66caf33d4eed068735c3c2316e65fa85f8c5,data/raw/etrade/account_history/20260616-170446-1e1529d2dda8-History1001.csv
2026-06-03,2026-06-03 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of VGSH @ $0,VGSH,1.845,1e1529d2dda89c492fa8feafcb3f66caf33d4eed068735c3c2316e65fa85f8c5,data/raw/etrade/account_history/20260616-170446-1e1529d2dda8-History1001.csv
2026-06-03,2026-06-03 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,DEUTSCHE BK AG REG SHS REC 06/03/26 PAY 06/03/26 RATE 0.00000000 QTY 0.00000000,,6.401,1e1529d2dda89c492fa8feafcb3f66caf33d4eed068735c3c2316e65fa85f8c5,data/raw/etrade/account_history/20260616-170446-1e1529d2dda8-History1001.csv
2026-06-04,2026-06-04 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,CENTERRA GOLD INC REC 06/04/26 PAY 06/04/26 RATE 0.00000000 QTY 0.00000000,,1.259,1e1529d2dda89c492fa8feafcb3f66caf33d4eed068735c3c2316e65fa85f8c5,data/raw/etrade/account_history/20260616-170446-1e1529d2dda8-History1001.csv
2026-06-04,2026-06-04 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,KINROSS GOLD CORP NEW REC 06/04/26 PAY 06/04/26 RATE 0.00000000 QTY 0.00000000,,1.064,1e1529d2dda89c492fa8feafcb3f66caf33d4eed068735c3c2316e65fa85f8c5,data/raw/etrade/account_history/20260616-170446-1e1529d2dda8-History1001.csv
2026-06-05,2026-06-05 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,CONSTELLATION ENERGY CORP REC 06/05/26 PAY 06/05/26 RATE 0.00000000 QTY 0.00000000,,2.09,1e1529d2dda89c492fa8feafcb3f66caf33d4eed068735c3c2316e65fa85f8c5,data/raw/etrade/account_history/20260616-170446-1e1529d2dda8-History1001.csv
2026-06-05,2026-06-05 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of SCHP @ $0,SCHP,6.093,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-06-08,2026-06-08 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of BLOX @ $0,BLOX,16.377,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-09,2026-06-09 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,ORLA MNG LTD NEW REC 06/09/26 PAY 06/09/26 RATE 0.00000000 QTY 0.00000000,,0.825,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-10,2026-06-10 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,COEUR MINING INC REC 06/10/26 PAY 06/10/26 RATE 0.00000000 QTY 0.00000000,,2.75,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-11,2026-06-11 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,MICROSOFT CORP REC 06/11/26 PAY 06/11/26 RATE 0.00000000 QTY 0.00000000,,9.737,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-15,2026-06-15 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of BLOX @ $0,BLOX,12.243,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-15,2026-06-15 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,ALPHABET INC CL C REC 06/15/26 PAY 06/15/26 RATE 0.00000000 QTY 0.00000000,,2.75,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-15,2026-06-15 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,BARRICK MNG CORP REC 06/15/26 PAY 06/15/26 RATE 0.00000000 QTY 0.00000000,,3.85,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-18,2026-06-18 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of IGM @ $0,IGM,0.307,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-18,2026-06-18 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of MLPI @ $0,MLPI,20.057,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-18,2026-06-18 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of SOXX @ $0,SOXX,0.707,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-18,2026-06-18 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,GENERAL MTRS CO REC 06/18/26 PAY 06/18/26 RATE 0.00000000 QTY 0.00000000,,7.2,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-18,2026-06-18 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of IFRA @ $0,IFRA,0.914,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-06-18,2026-06-18 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of IWM @ $0,IWM,0.904,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-06-18,2026-06-18 03:00:00,900001004,x1004,Individual 401(k) - x1004,Qualified Dividend,GENERAL MTRS CO REC 06/18/26 PAY 06/18/26 RATE 0.00000000 QTY 0.00000000,,1.8,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-06-22,2026-06-22 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,MANULIFE FINANCIAL CORP REC 06/22/26 PAY 06/22/26 RATE 0.00000000 QTY 0.00000000,,6.161,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-22,2026-06-22 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,NEWMONT CORPORATION REC 06/22/26 PAY 06/22/26 RATE 0.00000000 QTY 0.00000000,,2.86,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-23,2026-06-23 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of BLOX @ $0,BLOX,10.264,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-23,2026-06-23 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,B2GOLD CORP REC 06/23/26 PAY 06/23/26 RATE 0.00000000 QTY 0.00000000,,26.308,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-23,2026-06-23 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,UNITEDHEALTH GP INC REC 06/23/26 PAY 06/23/26 RATE 0.00000000 QTY 0.00000000,,29,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-23,2026-06-23 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VT @ $0,VT,1.969,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
